"","X","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","Census_Division","Census_Region","stabbrs","rate.per.100k_lcl","rate.per.100k_med","rate.per.100k_ucl","rate.per.100k_mean","state.reorder"
"15787",667,24,28,1,1,"All other causes","Black","Female","Mississippi",1996,"East South Central","South","MS",118.853221319804,124.362788460536,130.350535043448,124.362788460536,"Mississippi"
"15788",668,24,28,1,1,"Cancers","Black","Female","Mississippi",1996,"East South Central","South","MS",183.773521262201,190.197446252557,196.731604966716,190.197446252557,"Mississippi"
"15789",669,24,28,1,1,"Cardiovascular","Black","Female","Mississippi",1996,"East South Central","South","MS",453.534996193029,467.170356256776,481.196272357057,467.170356256776,"Mississippi"
"15790",670,24,28,1,1,"Communicable","Black","Female","Mississippi",1996,"East South Central","South","MS",46.1484191555737,50.0077117262745,53.9750920972153,50.0077117262745,"Mississippi"
"15791",671,24,28,1,1,"Injuries","Black","Female","Mississippi",1996,"East South Central","South","MS",45.3796966098446,47.9253529485598,50.6175240365102,47.9253529485598,"Mississippi"
"15792",672,24,28,1,1,"Non-communicable","Black","Female","Mississippi",1996,"East South Central","South","MS",83.452845407023,87.9429465829222,92.4541221202302,87.9429465829222,"Mississippi"
"15793",673,24,29,0,0,"All other causes","White","Male","Mississippi",1997,"East South Central","South","MS",114.572335721721,119.667862487891,125.212700826744,119.667862487891,"Mississippi"
"15794",674,24,29,0,0,"Cancers","White","Male","Mississippi",1997,"East South Central","South","MS",277.79028634324,284.385528949079,290.71744771198,284.385528949079,"Mississippi"
"15795",675,24,29,0,0,"Cardiovascular","White","Male","Mississippi",1997,"East South Central","South","MS",524.350145068756,537.575312067576,550.50569170325,537.575312067576,"Mississippi"
"15796",676,24,29,0,0,"Communicable","White","Male","Mississippi",1997,"East South Central","South","MS",68.4797525827223,73.0036415993684,78.232675324645,73.0036415993684,"Mississippi"
"15797",677,24,29,0,0,"Injuries","White","Male","Mississippi",1997,"East South Central","South","MS",111.030063733571,114.714057849083,118.334608559026,114.714057849083,"Mississippi"
"15798",678,24,29,0,0,"Non-communicable","White","Male","Mississippi",1997,"East South Central","South","MS",129.352077051408,133.95622898817,138.468785910933,133.95622898817,"Mississippi"
"15799",679,24,29,0,1,"All other causes","White","Female","Mississippi",1997,"East South Central","South","MS",93.4324982266179,96.9324642673944,100.430490526876,96.9324642673944,"Mississippi"
"15800",680,24,29,0,1,"Cancers","White","Female","Mississippi",1997,"East South Central","South","MS",156.130893842351,159.658886196114,163.215333341729,159.658886196114,"Mississippi"
"15801",681,24,29,0,1,"Cardiovascular","White","Female","Mississippi",1997,"East South Central","South","MS",339.137806606911,346.960633561972,354.254079447796,346.960633561972,"Mississippi"
"15802",682,24,29,0,1,"Communicable","White","Female","Mississippi",1997,"East South Central","South","MS",41.3605416440902,43.9145410165353,46.1733401520205,43.9145410165353,"Mississippi"
"15803",683,24,29,0,1,"Injuries","White","Female","Mississippi",1997,"East South Central","South","MS",43.4396402405851,45.3426724788186,47.3098052780403,45.3426724788186,"Mississippi"
"15804",684,24,29,0,1,"Non-communicable","White","Female","Mississippi",1997,"East South Central","South","MS",70.8078582115007,74.0060989378651,77.1941780023173,74.0060989378651,"Mississippi"
"15805",685,24,29,1,0,"All other causes","Black","Male","Mississippi",1997,"East South Central","South","MS",162.077715549012,170.608688054742,178.645651816574,170.608688054742,"Mississippi"
"15806",686,24,29,1,0,"Cancers","Black","Male","Mississippi",1997,"East South Central","South","MS",367.632205246168,380.58421114542,393.794682350319,380.58421114542,"Mississippi"
"15807",687,24,29,1,0,"Cardiovascular","Black","Male","Mississippi",1997,"East South Central","South","MS",632.537492191488,651.284553701242,669.457501742068,651.284553701242,"Mississippi"
"15808",688,24,29,1,0,"Communicable","Black","Male","Mississippi",1997,"East South Central","South","MS",94.2368692264714,101.517031484211,108.761832709272,101.517031484211,"Mississippi"
"15809",689,24,29,1,0,"Injuries","Black","Male","Mississippi",1997,"East South Central","South","MS",145.604868269729,151.30819159897,157.506177272542,151.30819159897,"Mississippi"
"15810",690,24,29,1,0,"Non-communicable","Black","Male","Mississippi",1997,"East South Central","South","MS",122.288543652891,129.204773036542,135.948820496818,129.204773036542,"Mississippi"
"15811",691,24,29,1,1,"All other causes","Black","Female","Mississippi",1997,"East South Central","South","MS",118.761635363366,124.713360197771,130.819511660938,124.713360197771,"Mississippi"
"15812",692,24,29,1,1,"Cancers","Black","Female","Mississippi",1997,"East South Central","South","MS",185.751272223577,191.175294192457,197.521575524877,191.175294192457,"Mississippi"
"15813",693,24,29,1,1,"Cardiovascular","Black","Female","Mississippi",1997,"East South Central","South","MS",456.267175967128,468.764030478071,482.474372126371,468.764030478071,"Mississippi"
"15814",694,24,29,1,1,"Communicable","Black","Female","Mississippi",1997,"East South Central","South","MS",48.7262580820072,52.2778443592463,55.9910386462671,52.2778443592463,"Mississippi"
"15815",695,24,29,1,1,"Injuries","Black","Female","Mississippi",1997,"East South Central","South","MS",45.4008338542954,47.8955707371416,50.6228400548008,47.8955707371416,"Mississippi"
"15816",696,24,29,1,1,"Non-communicable","Black","Female","Mississippi",1997,"East South Central","South","MS",85.7474780799573,90.4113092720402,94.7567806528845,90.4113092720402,"Mississippi"
"15817",697,24,30,0,0,"All other causes","White","Male","Mississippi",1998,"East South Central","South","MS",118.222010082166,123.516316790215,128.884487317824,123.516316790215,"Mississippi"
"15818",698,24,30,0,0,"Cancers","White","Male","Mississippi",1998,"East South Central","South","MS",279.066091677947,285.750665860693,291.948643126134,285.750665860693,"Mississippi"
"15819",699,24,30,0,0,"Cardiovascular","White","Male","Mississippi",1998,"East South Central","South","MS",510.469109798862,522.760408253401,535.239506940591,522.760408253401,"Mississippi"
"15820",700,24,30,0,0,"Communicable","White","Male","Mississippi",1998,"East South Central","South","MS",67.0020943437379,71.7919509983027,76.8343867631208,71.7919509983027,"Mississippi"
"15821",701,24,30,0,0,"Injuries","White","Male","Mississippi",1998,"East South Central","South","MS",111.411199632446,115.075043705074,118.910118998612,115.075043705074,"Mississippi"
"15822",702,24,30,0,0,"Non-communicable","White","Male","Mississippi",1998,"East South Central","South","MS",132.407603936088,137.654446061711,142.639602572029,137.654446061711,"Mississippi"
"15823",703,24,30,0,1,"All other causes","White","Female","Mississippi",1998,"East South Central","South","MS",95.2336754534953,98.7441607459256,102.445974802092,98.7441607459256,"Mississippi"
"15824",704,24,30,0,1,"Cancers","White","Female","Mississippi",1998,"East South Central","South","MS",156.353916575386,159.837909827092,163.518655570914,159.837909827092,"Mississippi"
"15825",705,24,30,0,1,"Cardiovascular","White","Female","Mississippi",1998,"East South Central","South","MS",333.317389199601,339.771222839717,347.420882595663,339.771222839717,"Mississippi"
"15826",706,24,30,0,1,"Communicable","White","Female","Mississippi",1998,"East South Central","South","MS",43.6522015698275,45.8983181174702,48.4390755990221,45.8983181174702,"Mississippi"
"15827",707,24,30,0,1,"Injuries","White","Female","Mississippi",1998,"East South Central","South","MS",43.8936033814085,45.906596773552,47.767666623644,45.906596773552,"Mississippi"
"15828",708,24,30,0,1,"Non-communicable","White","Female","Mississippi",1998,"East South Central","South","MS",75.3662058534319,78.7139514804927,82.1879900721349,78.7139514804927,"Mississippi"
"15829",709,24,30,1,0,"All other causes","Black","Male","Mississippi",1998,"East South Central","South","MS",162.843551932256,171.726226155557,180.063245685716,171.726226155557,"Mississippi"
"15830",710,24,30,1,0,"Cancers","Black","Male","Mississippi",1998,"East South Central","South","MS",365.726411830364,379.136289101855,392.026144774835,379.136289101855,"Mississippi"
"15831",711,24,30,1,0,"Cardiovascular","Black","Male","Mississippi",1998,"East South Central","South","MS",621.184627201273,639.284138598758,657.155255468658,639.284138598758,"Mississippi"
"15832",712,24,30,1,0,"Communicable","Black","Male","Mississippi",1998,"East South Central","South","MS",95.8822368481277,102.94571279717,110.32515838148,102.94571279717,"Mississippi"
"15833",713,24,30,1,0,"Injuries","Black","Male","Mississippi",1998,"East South Central","South","MS",141.291856536949,147.070407365652,152.776139999081,147.070407365652,"Mississippi"
"15834",714,24,30,1,0,"Non-communicable","Black","Male","Mississippi",1998,"East South Central","South","MS",126.721119974857,133.360563076087,140.600127437587,133.360563076087,"Mississippi"
"15835",715,24,30,1,1,"All other causes","Black","Female","Mississippi",1998,"East South Central","South","MS",124.281065341973,130.547814024833,136.872093563304,130.547814024833,"Mississippi"
"15836",716,24,30,1,1,"Cancers","Black","Female","Mississippi",1998,"East South Central","South","MS",186.10920181757,192.099287181038,198.256631846293,192.099287181038,"Mississippi"
"15837",717,24,30,1,1,"Cardiovascular","Black","Female","Mississippi",1998,"East South Central","South","MS",448.415915533487,461.267901820273,476.400682157685,461.267901820273,"Mississippi"
"15838",718,24,30,1,1,"Communicable","Black","Female","Mississippi",1998,"East South Central","South","MS",49.7793683065514,53.6670779722653,57.6685037645198,53.6670779722653,"Mississippi"
"15839",719,24,30,1,1,"Injuries","Black","Female","Mississippi",1998,"East South Central","South","MS",43.8876350562944,46.7628554773429,49.4448360224253,46.7628554773429,"Mississippi"
"15840",720,24,30,1,1,"Non-communicable","Black","Female","Mississippi",1998,"East South Central","South","MS",91.607443087104,96.2640107984527,100.876351051036,96.2640107984527,"Mississippi"
"15841",721,24,31,0,0,"All other causes","White","Male","Mississippi",1999,"East South Central","South","MS",121.832959935443,126.831510219125,132.123934493709,126.831510219125,"Mississippi"
"15842",722,24,31,0,0,"Cancers","White","Male","Mississippi",1999,"East South Central","South","MS",278.434989726647,284.455044634947,291.073235841196,284.455044634947,"Mississippi"
"15843",723,24,31,0,0,"Cardiovascular","White","Male","Mississippi",1999,"East South Central","South","MS",494.976675257154,506.888265045836,518.785248923734,506.888265045836,"Mississippi"
"15844",724,24,31,0,0,"Communicable","White","Male","Mississippi",1999,"East South Central","South","MS",61.2273928179525,65.4617165630784,70.4780448584122,65.4617165630784,"Mississippi"
"15845",725,24,31,0,0,"Injuries","White","Male","Mississippi",1999,"East South Central","South","MS",111.22829349231,114.711458336768,118.626709384365,114.711458336768,"Mississippi"
"15846",726,24,31,0,0,"Non-communicable","White","Male","Mississippi",1999,"East South Central","South","MS",137.48973084323,142.800291111129,147.841962732237,142.800291111129,"Mississippi"
"15847",727,24,31,0,1,"All other causes","White","Female","Mississippi",1999,"East South Central","South","MS",94.7173785284465,98.6653013082784,102.262351800588,98.6653013082784,"Mississippi"
"15848",728,24,31,0,1,"Cancers","White","Female","Mississippi",1999,"East South Central","South","MS",157.633089425153,161.17852978256,164.813451428065,161.17852978256,"Mississippi"
"15849",729,24,31,0,1,"Cardiovascular","White","Female","Mississippi",1999,"East South Central","South","MS",332.020705647857,339.409039067439,346.983669015265,339.409039067439,"Mississippi"
"15850",730,24,31,0,1,"Communicable","White","Female","Mississippi",1999,"East South Central","South","MS",41.3684878841428,43.5558683537462,45.9139210767784,43.5558683537462,"Mississippi"
"15851",731,24,31,0,1,"Injuries","White","Female","Mississippi",1999,"East South Central","South","MS",43.9949218380057,45.9350896087629,47.8632410918155,45.9350896087629,"Mississippi"
"15852",732,24,31,0,1,"Non-communicable","White","Female","Mississippi",1999,"East South Central","South","MS",85.5533189680275,89.0857122538594,92.5236357103704,89.0857122538594,"Mississippi"
"15853",733,24,31,1,0,"All other causes","Black","Male","Mississippi",1999,"East South Central","South","MS",164.551724519293,172.804145121873,182.304353211954,172.804145121873,"Mississippi"
"15854",734,24,31,1,0,"Cancers","Black","Male","Mississippi",1999,"East South Central","South","MS",360.607255567455,373.515467403917,386.702645854972,373.515467403917,"Mississippi"
"15855",735,24,31,1,0,"Cardiovascular","Black","Male","Mississippi",1999,"East South Central","South","MS",600.387226005349,618.897034445647,636.536710412103,618.897034445647,"Mississippi"
"15856",736,24,31,1,0,"Communicable","Black","Male","Mississippi",1999,"East South Central","South","MS",94.5217966691229,101.405159994162,108.502815932082,101.405159994162,"Mississippi"
"15857",737,24,31,1,0,"Injuries","Black","Male","Mississippi",1999,"East South Central","South","MS",136.893545319822,142.570673437347,148.188847148735,142.570673437347,"Mississippi"
"15858",738,24,31,1,0,"Non-communicable","Black","Male","Mississippi",1999,"East South Central","South","MS",135.075705945907,141.944958718194,149.581482887683,141.944958718194,"Mississippi"
"15859",739,24,31,1,1,"All other causes","Black","Female","Mississippi",1999,"East South Central","South","MS",124.949033633341,130.736746490772,136.783061569619,130.736746490772,"Mississippi"
"15860",740,24,31,1,1,"Cancers","Black","Female","Mississippi",1999,"East South Central","South","MS",187.114266518245,192.558158629023,198.761267162524,192.558158629023,"Mississippi"
"15861",741,24,31,1,1,"Cardiovascular","Black","Female","Mississippi",1999,"East South Central","South","MS",441.860392105599,454.193257257829,467.369037691028,454.193257257829,"Mississippi"
"15862",742,24,31,1,1,"Communicable","Black","Female","Mississippi",1999,"East South Central","South","MS",51.0786435065019,55.0010392081257,58.9603802130552,55.0010392081257,"Mississippi"
"15863",743,24,31,1,1,"Injuries","Black","Female","Mississippi",1999,"East South Central","South","MS",42.5039784269347,45.3283106535729,47.7876243556965,45.3283106535729,"Mississippi"
"15864",744,24,31,1,1,"Non-communicable","Black","Female","Mississippi",1999,"East South Central","South","MS",98.3210127452586,103.111109147797,108.230417689648,103.111109147797,"Mississippi"
"15865",745,24,32,0,0,"All other causes","White","Male","Mississippi",2000,"East South Central","South","MS",125.750434843029,131.427530870577,136.737902000103,131.427530870577,"Mississippi"
"15866",746,24,32,0,0,"Cancers","White","Male","Mississippi",2000,"East South Central","South","MS",274.59320621878,280.600784717703,287.130285797314,280.600784717703,"Mississippi"
"15867",747,24,32,0,0,"Cardiovascular","White","Male","Mississippi",2000,"East South Central","South","MS",478.311037699438,489.295853114122,500.744203613076,489.295853114122,"Mississippi"
"15868",748,24,32,0,0,"Communicable","White","Male","Mississippi",2000,"East South Central","South","MS",61.6149064794676,66.0272262588721,70.7111335856098,66.0272262588721,"Mississippi"
"15869",749,24,32,0,0,"Injuries","White","Male","Mississippi",2000,"East South Central","South","MS",111.78109621171,115.262678532921,119.031038496007,115.262678532921,"Mississippi"
"15870",750,24,32,0,0,"Non-communicable","White","Male","Mississippi",2000,"East South Central","South","MS",142.883814424289,147.869208706557,153.015305248845,147.869208706557,"Mississippi"
"15871",751,24,32,0,1,"All other causes","White","Female","Mississippi",2000,"East South Central","South","MS",98.9539760616834,102.680528027273,106.512419876041,102.680528027273,"Mississippi"
"15872",752,24,32,0,1,"Cancers","White","Female","Mississippi",2000,"East South Central","South","MS",157.532415585948,161.443376669355,164.952503503709,161.443376669355,"Mississippi"
"15873",753,24,32,0,1,"Cardiovascular","White","Female","Mississippi",2000,"East South Central","South","MS",333.583274434515,340.075253463175,347.117287473702,340.075253463175,"Mississippi"
"15874",754,24,32,0,1,"Communicable","White","Female","Mississippi",2000,"East South Central","South","MS",41.8627506909039,44.1582754854422,46.411042932423,44.1582754854422,"Mississippi"
"15875",755,24,32,0,1,"Injuries","White","Female","Mississippi",2000,"East South Central","South","MS",45.0061357401283,46.9456211133987,48.9044937288275,46.9456211133987,"Mississippi"
"15876",756,24,32,0,1,"Non-communicable","White","Female","Mississippi",2000,"East South Central","South","MS",92.4457632577998,96.0845887955723,99.854758269076,96.0845887955723,"Mississippi"
"15877",757,24,32,1,0,"All other causes","Black","Male","Mississippi",2000,"East South Central","South","MS",165.644825611791,173.503459119386,182.405654562656,173.503459119386,"Mississippi"
"15878",758,24,32,1,0,"Cancers","Black","Male","Mississippi",2000,"East South Central","South","MS",357.047933578778,369.100439887371,382.553067357401,369.100439887371,"Mississippi"
"15879",759,24,32,1,0,"Cardiovascular","Black","Male","Mississippi",2000,"East South Central","South","MS",586.215109328002,603.725375350933,620.435907851298,603.725375350933,"Mississippi"
"15880",760,24,32,1,0,"Communicable","Black","Male","Mississippi",2000,"East South Central","South","MS",89.7997091198911,96.7552717691514,104.407282316095,96.7552717691514,"Mississippi"
"15881",761,24,32,1,0,"Injuries","Black","Male","Mississippi",2000,"East South Central","South","MS",132.326381146114,137.493122708832,143.448159861785,137.493122708832,"Mississippi"
"15882",762,24,32,1,0,"Non-communicable","Black","Male","Mississippi",2000,"East South Central","South","MS",138.889617761041,145.998485450526,153.85456332328,145.998485450526,"Mississippi"
"15883",763,24,32,1,1,"All other causes","Black","Female","Mississippi",2000,"East South Central","South","MS",127.669669445264,133.522434939737,139.861080755382,133.522434939737,"Mississippi"
"15884",764,24,32,1,1,"Cancers","Black","Female","Mississippi",2000,"East South Central","South","MS",185.537963267418,191.270865664147,197.401861926025,191.270865664147,"Mississippi"
"15885",765,24,32,1,1,"Cardiovascular","Black","Female","Mississippi",2000,"East South Central","South","MS",441.815547321137,455.08717672994,468.354251109711,455.08717672994,"Mississippi"
"15886",766,24,32,1,1,"Communicable","Black","Female","Mississippi",2000,"East South Central","South","MS",54.5788239499518,58.6749105933051,62.8225057047426,58.6749105933051,"Mississippi"
"15887",767,24,32,1,1,"Injuries","Black","Female","Mississippi",2000,"East South Central","South","MS",40.9376404250936,43.53168088276,46.1087748086851,43.53168088276,"Mississippi"
"15888",768,24,32,1,1,"Non-communicable","Black","Female","Mississippi",2000,"East South Central","South","MS",103.43767585902,108.462316551213,113.527286016537,108.462316551213,"Mississippi"
"15889",769,24,33,0,0,"All other causes","White","Male","Mississippi",2001,"East South Central","South","MS",128.94610793465,134.866328230125,140.435641017559,134.866328230125,"Mississippi"
"15890",770,24,33,0,0,"Cancers","White","Male","Mississippi",2001,"East South Central","South","MS",269.246593727561,275.285155487602,282.124246470289,275.285155487602,"Mississippi"
"15891",771,24,33,0,0,"Cardiovascular","White","Male","Mississippi",2001,"East South Central","South","MS",463.190288423398,474.310521231174,486.816514948525,474.310521231174,"Mississippi"
"15892",772,24,33,0,0,"Communicable","White","Male","Mississippi",2001,"East South Central","South","MS",58.2403449141048,62.5323794118695,66.7890275214635,62.5323794118695,"Mississippi"
"15893",773,24,33,0,0,"Injuries","White","Male","Mississippi",2001,"East South Central","South","MS",112.989773118655,116.681508063501,120.439435873172,116.681508063501,"Mississippi"
"15894",774,24,33,0,0,"Non-communicable","White","Male","Mississippi",2001,"East South Central","South","MS",145.505885174905,150.424952215503,155.324395856657,150.424952215503,"Mississippi"
"15895",775,24,33,0,1,"All other causes","White","Female","Mississippi",2001,"East South Central","South","MS",103.066100641573,106.709448226155,110.701347194843,106.709448226155,"Mississippi"
"15896",776,24,33,0,1,"Cancers","White","Female","Mississippi",2001,"East South Central","South","MS",155.576294406278,159.164366029226,162.514796651891,159.164366029226,"Mississippi"
"15897",777,24,33,0,1,"Cardiovascular","White","Female","Mississippi",2001,"East South Central","South","MS",330.989112969941,338.165491240623,345.61287146153,338.165491240623,"Mississippi"
"15898",778,24,33,0,1,"Communicable","White","Female","Mississippi",2001,"East South Central","South","MS",41.0293616051075,43.2337803691563,45.403113615547,43.2337803691563,"Mississippi"
"15899",779,24,33,0,1,"Injuries","White","Female","Mississippi",2001,"East South Central","South","MS",45.4880850389517,47.5300616192211,49.4989791893219,47.5300616192211,"Mississippi"
"15900",780,24,33,0,1,"Non-communicable","White","Female","Mississippi",2001,"East South Central","South","MS",96.5863850890121,100.250335017823,104.024504351382,100.250335017823,"Mississippi"
"15901",781,24,33,1,0,"All other causes","Black","Male","Mississippi",2001,"East South Central","South","MS",166.377176265744,174.823150245937,184.070736735082,174.823150245937,"Mississippi"
"15902",782,24,33,1,0,"Cancers","Black","Male","Mississippi",2001,"East South Central","South","MS",354.976279260291,367.151425520335,379.284376445725,367.151425520335,"Mississippi"
"15903",783,24,33,1,0,"Cardiovascular","Black","Male","Mississippi",2001,"East South Central","South","MS",576.570470158083,594.00960437072,612.050841416326,594.00960437072,"Mississippi"
"15904",784,24,33,1,0,"Communicable","Black","Male","Mississippi",2001,"East South Central","South","MS",90.6367003830471,97.9690457927017,105.16401971471,97.9690457927017,"Mississippi"
"15905",785,24,33,1,0,"Injuries","Black","Male","Mississippi",2001,"East South Central","South","MS",129.335820125449,134.722821987247,140.455607252026,134.722821987247,"Mississippi"
"15906",786,24,33,1,0,"Non-communicable","Black","Male","Mississippi",2001,"East South Central","South","MS",143.569967449695,151.507539572394,159.512860714997,151.507539572394,"Mississippi"
"15907",787,24,33,1,1,"All other causes","Black","Female","Mississippi",2001,"East South Central","South","MS",132.388940923352,138.526409933116,144.815366437927,138.526409933116,"Mississippi"
"15908",788,24,33,1,1,"Cancers","Black","Female","Mississippi",2001,"East South Central","South","MS",185.278424118937,191.298238053507,196.949940213875,191.298238053507,"Mississippi"
"15909",789,24,33,1,1,"Cardiovascular","Black","Female","Mississippi",2001,"East South Central","South","MS",439.983564285684,452.847391809592,466.577975482781,452.847391809592,"Mississippi"
"15910",790,24,33,1,1,"Communicable","Black","Female","Mississippi",2001,"East South Central","South","MS",55.2865751657339,59.6145017492441,64.3679002524914,59.6145017492441,"Mississippi"
"15911",791,24,33,1,1,"Injuries","Black","Female","Mississippi",2001,"East South Central","South","MS",39.7804593663451,42.3776362006293,44.8355881385441,42.3776362006293,"Mississippi"
"15912",792,24,33,1,1,"Non-communicable","Black","Female","Mississippi",2001,"East South Central","South","MS",107.465075658437,112.689882965452,117.811634065249,112.689882965452,"Mississippi"
"15913",793,24,34,0,0,"All other causes","White","Male","Mississippi",2002,"East South Central","South","MS",135.047797633056,141.220744995182,147.145078769509,141.220744995182,"Mississippi"
"15914",794,24,34,0,0,"Cancers","White","Male","Mississippi",2002,"East South Central","South","MS",263.306572608338,269.339256597161,275.791162408954,269.339256597161,"Mississippi"
"15915",795,24,34,0,0,"Cardiovascular","White","Male","Mississippi",2002,"East South Central","South","MS",451.122040659593,461.643143735045,473.288950427587,461.643143735045,"Mississippi"
"15916",796,24,34,0,0,"Communicable","White","Male","Mississippi",2002,"East South Central","South","MS",55.8374615690081,59.9781840848227,64.3325150313681,59.9781840848227,"Mississippi"
"15917",797,24,34,0,0,"Injuries","White","Male","Mississippi",2002,"East South Central","South","MS",114.908132804305,118.433645078821,122.202654817914,118.433645078821,"Mississippi"
"15918",798,24,34,0,0,"Non-communicable","White","Male","Mississippi",2002,"East South Central","South","MS",146.997289478534,152.27975722321,157.766318976329,152.27975722321,"Mississippi"
"15919",799,24,34,0,1,"All other causes","White","Female","Mississippi",2002,"East South Central","South","MS",108.273202717893,112.488279908736,116.826035047892,112.488279908736,"Mississippi"
"15920",800,24,34,0,1,"Cancers","White","Female","Mississippi",2002,"East South Central","South","MS",155.039823790753,158.494358056643,162.257066957675,158.494358056643,"Mississippi"
"15921",801,24,34,0,1,"Cardiovascular","White","Female","Mississippi",2002,"East South Central","South","MS",321.500233437462,328.72253482902,336.234383697339,328.72253482902,"Mississippi"
"15922",802,24,34,0,1,"Communicable","White","Female","Mississippi",2002,"East South Central","South","MS",41.9468224627987,44.3055213895481,46.8367060664322,44.3055213895481,"Mississippi"
"15923",803,24,34,0,1,"Injuries","White","Female","Mississippi",2002,"East South Central","South","MS",46.413230710154,48.4260258468864,50.4956659651412,48.4260258468864,"Mississippi"
"15924",804,24,34,0,1,"Non-communicable","White","Female","Mississippi",2002,"East South Central","South","MS",101.97131515904,106.059467828253,110.294838236335,106.059467828253,"Mississippi"
"15925",805,24,34,1,0,"All other causes","Black","Male","Mississippi",2002,"East South Central","South","MS",172.081080209988,180.768303322896,189.24208281439,180.768303322896,"Mississippi"
"15926",806,24,34,1,0,"Cancers","Black","Male","Mississippi",2002,"East South Central","South","MS",353.094189222405,365.698032391364,378.632516379599,365.698032391364,"Mississippi"
"15927",807,24,34,1,0,"Cardiovascular","Black","Male","Mississippi",2002,"East South Central","South","MS",576.899674895526,596.215224175156,614.020710405249,596.215224175156,"Mississippi"
"15928",808,24,34,1,0,"Communicable","Black","Male","Mississippi",2002,"East South Central","South","MS",91.1712666044607,98.1802119985446,105.568452279721,98.1802119985446,"Mississippi"
"15929",809,24,34,1,0,"Injuries","Black","Male","Mississippi",2002,"East South Central","South","MS",126.767766701799,132.120651068627,137.666304104753,132.120651068627,"Mississippi"
"15930",810,24,34,1,0,"Non-communicable","Black","Male","Mississippi",2002,"East South Central","South","MS",148.100103207215,156.072977791826,164.036164425846,156.072977791826,"Mississippi"
"15931",811,24,34,1,1,"All other causes","Black","Female","Mississippi",2002,"East South Central","South","MS",136.814202416002,143.102384299341,150.103441435184,143.102384299341,"Mississippi"
"15932",812,24,34,1,1,"Cancers","Black","Female","Mississippi",2002,"East South Central","South","MS",185.698436856168,191.662962808741,197.680861558723,191.662962808741,"Mississippi"
"15933",813,24,34,1,1,"Cardiovascular","Black","Female","Mississippi",2002,"East South Central","South","MS",430.314292476741,442.815027609696,456.556979114625,442.815027609696,"Mississippi"
"15934",814,24,34,1,1,"Communicable","Black","Female","Mississippi",2002,"East South Central","South","MS",57.9276594140817,62.3475313245047,66.7390952293317,62.3475313245047,"Mississippi"
"15935",815,24,34,1,1,"Injuries","Black","Female","Mississippi",2002,"East South Central","South","MS",39.3788338317418,41.9730971618796,44.5023737691773,41.9730971618796,"Mississippi"
"15936",816,24,34,1,1,"Non-communicable","Black","Female","Mississippi",2002,"East South Central","South","MS",109.634183310309,115.106244248099,120.546933560547,115.106244248099,"Mississippi"
"15937",817,24,35,0,0,"All other causes","White","Male","Mississippi",2003,"East South Central","South","MS",135.86930969585,141.628283723813,147.481164573465,141.628283723813,"Mississippi"
"15938",818,24,35,0,0,"Cancers","White","Male","Mississippi",2003,"East South Central","South","MS",258.000024320189,263.692232560709,269.581675177394,263.692232560709,"Mississippi"
"15939",819,24,35,0,0,"Cardiovascular","White","Male","Mississippi",2003,"East South Central","South","MS",437.207430034036,447.306451714118,458.430981810662,447.306451714118,"Mississippi"
"15940",820,24,35,0,0,"Communicable","White","Male","Mississippi",2003,"East South Central","South","MS",56.7453901754589,60.8033819488444,65.2753211205144,60.8033819488444,"Mississippi"
"15941",821,24,35,0,0,"Injuries","White","Male","Mississippi",2003,"East South Central","South","MS",116.760785939442,120.514299443092,124.260947666216,120.514299443092,"Mississippi"
"15942",822,24,35,0,0,"Non-communicable","White","Male","Mississippi",2003,"East South Central","South","MS",149.953351299185,155.119266828688,160.520276954742,155.119266828688,"Mississippi"
"15943",823,24,35,0,1,"All other causes","White","Female","Mississippi",2003,"East South Central","South","MS",113.293555060792,117.394125949744,121.492953051443,117.394125949744,"Mississippi"
"15944",824,24,35,0,1,"Cancers","White","Female","Mississippi",2003,"East South Central","South","MS",153.805602521223,157.28084344156,160.824916058883,157.28084344156,"Mississippi"
"15945",825,24,35,0,1,"Cardiovascular","White","Female","Mississippi",2003,"East South Central","South","MS",308.48216395996,315.34762224973,322.04746770086,315.34762224973,"Mississippi"
"15946",826,24,35,0,1,"Communicable","White","Female","Mississippi",2003,"East South Central","South","MS",40.4858489835871,42.5524718293666,44.8976382034892,42.5524718293666,"Mississippi"
"15947",827,24,35,0,1,"Injuries","White","Female","Mississippi",2003,"East South Central","South","MS",47.6645441852011,49.7038576793045,51.8680634985866,49.7038576793045,"Mississippi"
"15948",828,24,35,0,1,"Non-communicable","White","Female","Mississippi",2003,"East South Central","South","MS",105.165064879653,109.198777337026,113.435196544525,109.198777337026,"Mississippi"
"15949",829,24,35,1,0,"All other causes","Black","Male","Mississippi",2003,"East South Central","South","MS",177.200450538176,186.927731425406,196.454691232256,186.927731425406,"Mississippi"
"15950",830,24,35,1,0,"Cancers","Black","Male","Mississippi",2003,"East South Central","South","MS",346.923173982086,359.281651776311,373.004924608078,359.281651776311,"Mississippi"
"15951",831,24,35,1,0,"Cardiovascular","Black","Male","Mississippi",2003,"East South Central","South","MS",568.960020774158,586.203208785832,603.420734503965,586.203208785832,"Mississippi"
"15952",832,24,35,1,0,"Communicable","Black","Male","Mississippi",2003,"East South Central","South","MS",88.5517927200717,95.961236151956,103.436941822923,95.961236151956,"Mississippi"
