"state.n" "year.n" "race.n" "sex.n" "COD" "race" "sex" "state" "year" "Census_Division" "Census_Region" "stabbrs" "rate.per.100k_LCL" "rate.per.100k" "rate.per.100k_UCL"
"768" 22 32 1 1 "Non-communicable" "Black" "Female" "Michigan" 2000 "East North Central" "Midwest" "MI" 106.565064328463 111.795496520773 117.159263586871 111.795496520773
"769" 22 33 0 0 "All other causes" "White" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 126.200959362918 129.146966117111 132.171957287977 129.146966117111
"770" 22 33 0 0 "Cancers" "White" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 239.251505259536 242.796912796557 246.905811107885 242.796912796557
"771" 22 33 0 0 "Cardiovascular" "White" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 409.734298561169 415.563197126466 421.590136156341 415.563197126466
"772" 22 33 0 0 "Communicable" "White" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 38.6380792211841 40.6092073977508 42.4365015204831 40.6092073977508
"773" 22 33 0 0 "Injuries" "White" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 65.3082242227646 66.7930322986425 68.3954095660677 66.7930322986425
"774" 22 33 0 0 "Non-communicable" "White" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 130.739340882642 133.840776751151 136.874397369379 133.840776751151
"775" 22 33 0 1 "All other causes" "White" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 101.294597783974 103.412562257812 105.528308436354 103.412562257812
"776" 22 33 0 1 "Cancers" "White" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 162.865574456368 165.152757149868 167.481767305741 165.152757149868
"777" 22 33 0 1 "Cardiovascular" "White" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 286.514924282679 290.635457644055 294.458361068685 290.635457644055
"778" 22 33 0 1 "Communicable" "White" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 26.9291372334995 28.0201902782591 29.1074396153075 28.0201902782591
"779" 22 33 0 1 "Injuries" "White" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 26.2280038938568 27.0898288577279 28.036362360729 27.0898288577279
"780" 22 33 0 1 "Non-communicable" "White" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 99.3179251745484 101.534763238598 103.535139775217 101.534763238598
"781" 22 33 1 0 "All other causes" "Black" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 174.014535563839 182.421711191352 191.027603746594 182.421711191352
"782" 22 33 1 0 "Cancers" "Black" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 310.968350065516 320.49988831056 330.556176108906 320.49988831056
"783" 22 33 1 0 "Cardiovascular" "Black" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 543.482616012565 558.793821923752 574.866017691931 558.793821923752
"784" 22 33 1 0 "Communicable" "Black" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 89.5448686067889 95.9828537867748 102.711686893899 95.9828537867748
"785" 22 33 1 0 "Injuries" "Black" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 121.420040229543 126.227783349218 131.279128678998 126.227783349218
"786" 22 33 1 0 "Non-communicable" "Black" "Male" "Michigan" 2001 "East North Central" "Midwest" "MI" 146.036159510978 153.639907913081 161.037643126273 153.639907913081
"787" 22 33 1 1 "All other causes" "Black" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 146.611333305266 152.092369730632 158.253237592907 152.092369730632
"788" 22 33 1 1 "Cancers" "Black" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 195.856135920912 201.833495703612 207.776051973642 201.833495703612
"789" 22 33 1 1 "Cardiovascular" "Black" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 403.594487923968 414.762746100039 425.938996098714 414.762746100039
"790" 22 33 1 1 "Communicable" "Black" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 51.0477153611471 54.262225228468 57.8773020506212 54.262225228468
"791" 22 33 1 1 "Injuries" "Black" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 35.0814995115666 37.034147009697 38.8690041155328 37.034147009697
"792" 22 33 1 1 "Non-communicable" "Black" "Female" "Michigan" 2001 "East North Central" "Midwest" "MI" 108.733638338534 113.636494813885 118.988076399074 113.636494813885
"793" 22 34 0 0 "All other causes" "White" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 128.890780266123 131.677080781653 134.768080354033 131.677080781653
"794" 22 34 0 0 "Cancers" "White" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 233.755670466921 237.864776566098 241.548215849709 237.864776566098
"795" 22 34 0 0 "Cardiovascular" "White" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 398.767213686898 404.579886126418 410.480121005662 404.579886126418
"796" 22 34 0 0 "Communicable" "White" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 38.8841393316213 40.6359452330719 42.5346467169306 40.6359452330719
"797" 22 34 0 0 "Injuries" "White" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 65.5494512669787 67.0748454106968 68.6678368368722 67.0748454106968
"798" 22 34 0 0 "Non-communicable" "White" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 132.240000546951 135.271026301516 138.185226671514 135.271026301516
"799" 22 34 0 1 "All other causes" "White" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 104.962664194265 107.093378380824 109.238541985045 107.093378380824
"800" 22 34 0 1 "Cancers" "White" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 162.253605018881 164.557970014785 166.926617822048 164.557970014785
"801" 22 34 0 1 "Cardiovascular" "White" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 277.299592528762 281.266367236561 285.185275964755 281.266367236561
"802" 22 34 0 1 "Communicable" "White" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 26.851364385331 27.9320444318541 28.9940288045344 27.9320444318541
"803" 22 34 0 1 "Injuries" "White" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 26.5858406379913 27.4393209861596 28.3402427974591 27.4393209861596
"804" 22 34 0 1 "Non-communicable" "White" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 102.62014769204 104.667093444933 106.861749031561 104.667093444933
"805" 22 34 1 0 "All other causes" "Black" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 173.030611687665 181.17961049639 190.263982416807 181.17961049639
"806" 22 34 1 0 "Cancers" "Black" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 307.471176290351 317.22007096653 326.350215307458 317.22007096653
"807" 22 34 1 0 "Cardiovascular" "Black" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 537.815990257609 551.557312685638 567.629616479752 551.557312685638
"808" 22 34 1 0 "Communicable" "Black" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 84.6112042668425 91.1181147248303 97.6384042789458 91.1181147248303
"809" 22 34 1 0 "Injuries" "Black" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 120.561712449712 125.175290489586 129.917834248082 125.175290489586
"810" 22 34 1 0 "Non-communicable" "Black" "Male" "Michigan" 2002 "East North Central" "Midwest" "MI" 148.91345784561 156.22167705787 163.823044890152 156.22167705787
"811" 22 34 1 1 "All other causes" "Black" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 147.526117419171 152.582127650322 159.036348547046 152.582127650322
"812" 22 34 1 1 "Cancers" "Black" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 194.995603179366 200.296439823277 205.709429237962 200.296439823277
"813" 22 34 1 1 "Cardiovascular" "Black" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 401.752178935883 413.088584874884 424.654243907131 413.088584874884
"814" 22 34 1 1 "Communicable" "Black" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 48.0565715645483 51.3723172693555 55.004270016873 51.3723172693555
"815" 22 34 1 1 "Injuries" "Black" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 34.3845446098974 36.3056085420275 38.3387164687843 36.3056085420275
"816" 22 34 1 1 "Non-communicable" "Black" "Female" "Michigan" 2002 "East North Central" "Midwest" "MI" 107.681773616021 113.174559447776 118.369442487603 113.174559447776
"817" 22 35 0 0 "All other causes" "White" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 130.857877439295 133.723187168549 136.892974385662 133.723187168549
"818" 22 35 0 0 "Cancers" "White" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 229.921798041639 233.5699536529 237.230840550568 233.5699536529
"819" 22 35 0 0 "Cardiovascular" "White" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 377.421101891747 382.995868744007 388.989599302428 382.995868744007
"820" 22 35 0 0 "Communicable" "White" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 36.2088632235613 37.9880227062392 39.7373561312421 37.9880227062392
"821" 22 35 0 0 "Injuries" "White" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 65.448321345206 66.8854135601244 68.4086327715116 66.8854135601244
"822" 22 35 0 0 "Non-communicable" "White" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 131.539434788275 134.53812758648 137.110919866474 134.53812758648
"823" 22 35 0 1 "All other causes" "White" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 106.748865073543 108.983247435012 111.229872706132 108.983247435012
"824" 22 35 0 1 "Cancers" "White" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 160.112458284421 162.305257230255 164.613110910543 162.305257230255
"825" 22 35 0 1 "Cardiovascular" "White" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 264.582353820635 268.306707756842 271.962172214099 268.306707756842
"826" 22 35 0 1 "Communicable" "White" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 26.3330142080993 27.4049687449744 28.503741393031 27.4049687449744
"827" 22 35 0 1 "Injuries" "White" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 27.0147322063001 27.8564894568429 28.7601100049054 27.8564894568429
"828" 22 35 0 1 "Non-communicable" "White" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 103.507922305574 105.69569378501 107.943115329515 105.69569378501
"829" 22 35 1 0 "All other causes" "Black" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 173.576143885471 181.916546121839 190.722617512607 181.916546121839
"830" 22 35 1 0 "Cancers" "Black" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 299.278435448017 309.027569879383 319.137156443487 309.027569879383
"831" 22 35 1 0 "Cardiovascular" "Black" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 526.028255471557 540.321899845575 555.493086688207 540.321899845575
"832" 22 35 1 0 "Communicable" "Black" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 78.6304244348056 84.8378394577281 91.3581736569233 84.8378394577281
"833" 22 35 1 0 "Injuries" "Black" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 118.10994086514 122.810877339662 127.496888229204 122.810877339662
"834" 22 35 1 0 "Non-communicable" "Black" "Male" "Michigan" 2003 "East North Central" "Midwest" "MI" 146.551987073999 153.950106980091 161.824198955659 153.950106980091
"835" 22 35 1 1 "All other causes" "Black" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 146.1687932999 151.745727950313 157.648036211968 151.745727950313
"836" 22 35 1 1 "Cancers" "Black" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 191.544763829367 197.161941005415 203.043168471579 197.161941005415
"837" 22 35 1 1 "Cardiovascular" "Black" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 386.793151815777 398.061625625852 409.183923440881 398.061625625852
"838" 22 35 1 1 "Communicable" "Black" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 45.5298574603878 48.9189148482863 52.4545680190018 48.9189148482863
"839" 22 35 1 1 "Injuries" "Black" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 33.2929330921455 35.3067019143233 37.1997528980376 35.3067019143233
"840" 22 35 1 1 "Non-communicable" "Black" "Female" "Michigan" 2003 "East North Central" "Midwest" "MI" 106.083325582694 111.103101367537 116.155245457868 111.103101367537
"841" 22 36 0 0 "All other causes" "White" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 128.798990128248 131.479070779353 134.31015181969 131.479070779353
"842" 22 36 0 0 "Cancers" "White" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 226.926963963527 230.325836526934 233.800922715227 230.325836526934
"843" 22 36 0 0 "Cardiovascular" "White" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 355.538105408813 360.875532215343 366.693143593568 360.875532215343
"844" 22 36 0 0 "Communicable" "White" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 35.2133007827618 36.9282049555494 38.780380291959 36.9282049555494
"845" 22 36 0 0 "Injuries" "White" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 66.3762775036471 67.8493969679724 69.4568322277893 67.8493969679724
"846" 22 36 0 0 "Non-communicable" "White" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 130.896642438142 133.656496249013 136.466424972662 133.656496249013
"847" 22 36 0 1 "All other causes" "White" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 105.454288568094 107.54185708311 109.61379859727 107.54185708311
"848" 22 36 0 1 "Cancers" "White" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 158.444151178859 160.735026341594 163.119409517773 160.735026341594
"849" 22 36 0 1 "Cardiovascular" "White" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 252.771187258441 256.40993085001 259.89608696698 256.40993085001
"850" 22 36 0 1 "Communicable" "White" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 26.8373133757687 27.8455009933679 28.9923637409339 27.8455009933679
"851" 22 36 0 1 "Injuries" "White" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 27.5271054891532 28.4250516899853 29.3412069745488 28.4250516899853
"852" 22 36 0 1 "Non-communicable" "White" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 104.004020183862 106.195862534924 108.251141131946 106.195862534924
"853" 22 36 1 0 "All other causes" "Black" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 172.102067699576 180.649826101935 188.861115269492 180.649826101935
"854" 22 36 1 0 "Cancers" "Black" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 294.203308926136 303.780873223917 313.191470888886 303.780873223917
"855" 22 36 1 0 "Cardiovascular" "Black" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 517.932091358803 531.496888354905 547.861449877408 531.496888354905
"856" 22 36 1 0 "Communicable" "Black" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 74.3207369325602 80.0138684232851 86.7403231229859 80.0138684232851
"857" 22 36 1 0 "Injuries" "Black" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 118.081560387359 122.520192999054 127.448467498982 122.520192999054
"858" 22 36 1 0 "Non-communicable" "Black" "Male" "Michigan" 2004 "East North Central" "Midwest" "MI" 144.213919203651 151.239027702791 158.371669591893 151.239027702791
"859" 22 36 1 1 "All other causes" "Black" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 146.090203034002 151.801100345177 157.858339163119 151.801100345177
"860" 22 36 1 1 "Cancers" "Black" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 189.224511962325 194.808268913589 200.453514499411 194.808268913589
"861" 22 36 1 1 "Cardiovascular" "Black" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 372.05913122085 382.052291566578 393.034934037474 382.052291566578
"862" 22 36 1 1 "Communicable" "Black" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 44.0572289337074 47.3011726826036 50.4930376897784 47.3011726826036
"863" 22 36 1 1 "Injuries" "Black" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 32.3540798657693 34.4990336864112 36.4588641629376 34.4990336864112
"864" 22 36 1 1 "Non-communicable" "Black" "Female" "Michigan" 2004 "East North Central" "Midwest" "MI" 104.226181173474 109.189399812941 114.282935571658 109.189399812941
"865" 22 37 0 0 "All other causes" "White" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 128.939229983218 131.762295128507 134.651434031031 131.762295128507
"866" 22 37 0 0 "Cancers" "White" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 224.434144135037 228.017145539214 231.244478008115 228.017145539214
"867" 22 37 0 0 "Cardiovascular" "White" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 345.584499351303 350.942584607442 356.417441181698 350.942584607442
"868" 22 37 0 0 "Communicable" "White" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 36.1281147482301 37.9091140080556 39.6168387169993 37.9091140080556
"869" 22 37 0 0 "Injuries" "White" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 68.0217700475667 69.7051147219929 71.2974611980785 69.7051147219929
"870" 22 37 0 0 "Non-communicable" "White" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 129.095067858014 132.057517611065 134.760728051383 132.057517611065
"871" 22 37 0 1 "All other causes" "White" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 107.899960299336 110.345238667429 112.497405166088 110.345238667429
"872" 22 37 0 1 "Cancers" "White" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 159.129424489928 161.339160073054 163.657858709726 161.339160073054
"873" 22 37 0 1 "Cardiovascular" "White" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 245.808997463081 249.461160614556 252.988928552063 249.461160614556
"874" 22 37 0 1 "Communicable" "White" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 26.8162615911511 27.9310906580815 28.9977312341697 27.9310906580815
"875" 22 37 0 1 "Injuries" "White" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 28.1151848387278 29.0327149901464 29.9998931934161 29.0327149901464
"876" 22 37 0 1 "Non-communicable" "White" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 106.561196178191 108.920224058625 111.202702454829 108.920224058625
"877" 22 37 1 0 "All other causes" "Black" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 176.520482986193 184.863466113805 193.084500889238 184.863466113805
"878" 22 37 1 0 "Cancers" "Black" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 288.219608618307 296.767084788375 305.465638047113 296.767084788375
"879" 22 37 1 0 "Cardiovascular" "Black" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 503.96778777624 519.066223779598 532.941234201157 519.066223779598
"880" 22 37 1 0 "Communicable" "Black" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 71.2254354937554 76.7059245024818 82.7628980354069 76.7059245024818
"881" 22 37 1 0 "Injuries" "Black" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 119.453980519611 124.466784412259 129.439631501472 124.466784412259
"882" 22 37 1 0 "Non-communicable" "Black" "Male" "Michigan" 2005 "East North Central" "Midwest" "MI" 141.58366889956 148.758526846894 156.018182185302 148.758526846894
"883" 22 37 1 1 "All other causes" "Black" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 146.066905645793 151.214302775259 157.155575935025 151.214302775259
"884" 22 37 1 1 "Cancers" "Black" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 188.296054286347 193.793850851855 199.259520655965 193.793850851855
"885" 22 37 1 1 "Cardiovascular" "Black" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 356.6941862093 368.035455797692 378.376928231838 368.035455797692
"886" 22 37 1 1 "Communicable" "Black" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 42.3750265108945 45.4527450393313 48.6097303730888 45.4527450393313
"887" 22 37 1 1 "Injuries" "Black" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 31.97683315589 34.0977967349072 36.0165121426793 34.0977967349072
"888" 22 37 1 1 "Non-communicable" "Black" "Female" "Michigan" 2005 "East North Central" "Midwest" "MI" 104.241120156158 109.355420342878 114.121846084127 109.355420342878
"889" 22 38 0 0 "All other causes" "White" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 132.774223827697 135.800878486858 138.517067889292 135.800878486858
"890" 22 38 0 0 "Cancers" "White" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 220.612369279952 223.896865300992 227.376898549471 223.896865300992
"891" 22 38 0 0 "Cardiovascular" "White" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 328.824513231324 333.906921814137 339.375983390362 333.906921814137
"892" 22 38 0 0 "Communicable" "White" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 33.4607411022648 35.207610253243 36.8732905226638 35.207610253243
"893" 22 38 0 0 "Injuries" "White" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 69.9504296978712 71.742656824723 73.3799119193118 71.742656824723
"894" 22 38 0 0 "Non-communicable" "White" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 129.543852977079 132.181955962703 135.157400617977 132.181955962703
"895" 22 38 0 1 "All other causes" "White" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 111.786094411011 114.014615223775 116.168741392047 114.014615223775
"896" 22 38 0 1 "Cancers" "White" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 157.355966379345 159.616976006495 162.279228071873 159.616976006495
"897" 22 38 0 1 "Cardiovascular" "White" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 231.174652733348 234.443876575807 237.793052013098 234.443876575807
"898" 22 38 0 1 "Communicable" "White" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 24.9448294621135 25.930033638626 26.9456533704435 25.930033638626
"899" 22 38 0 1 "Injuries" "White" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 28.4766632571205 29.3731547088944 30.3187494847729 29.3731547088944
"900" 22 38 0 1 "Non-communicable" "White" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 103.922806290281 106.110084168187 108.254745836376 106.110084168187
"901" 22 38 1 0 "All other causes" "Black" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 175.561966900434 184.119496314255 192.71445914732 184.119496314255
"902" 22 38 1 0 "Cancers" "Black" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 282.539946563054 291.446301204159 299.862786461396 291.446301204159
"903" 22 38 1 0 "Cardiovascular" "Black" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 489.611821533938 502.486520693517 516.283399554387 502.486520693517
"904" 22 38 1 0 "Communicable" "Black" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 68.9071014649322 74.5432626433859 80.2173596258363 74.5432626433859
"905" 22 38 1 0 "Injuries" "Black" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 121.410964320389 126.084028524148 131.507932458763 126.084028524148
"906" 22 38 1 0 "Non-communicable" "Black" "Male" "Michigan" 2006 "East North Central" "Midwest" "MI" 139.559555253089 146.320829358234 153.562865406765 146.320829358234
"907" 22 38 1 1 "All other causes" "Black" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 145.951622463985 151.575069018748 157.235621228272 151.575069018748
"908" 22 38 1 1 "Cancers" "Black" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 188.893774891465 194.36568031138 200.071705773099 194.36568031138
"909" 22 38 1 1 "Cardiovascular" "Black" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 340.433377071446 350.128694489523 361.053054388878 350.128694489523
"910" 22 38 1 1 "Communicable" "Black" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 41.1684932822571 44.1644938905952 47.3557648708834 44.1644938905952
"911" 22 38 1 1 "Injuries" "Black" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 32.1157983925923 34.11928338888 35.9575186603648 34.11928338888
"912" 22 38 1 1 "Non-communicable" "Black" "Female" "Michigan" 2006 "East North Central" "Midwest" "MI" 102.591629608287 107.594230689177 112.731195483708 107.594230689177
"913" 22 39 0 0 "All other causes" "White" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 135.011554240633 137.89502955693 140.71014245743 137.89502955693
"914" 22 39 0 0 "Cancers" "White" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 216.996132902429 220.839249111598 224.14660931061 220.839249111598
"915" 22 39 0 0 "Cardiovascular" "White" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 321.885532811025 326.550496107411 331.753863126046 326.550496107411
"916" 22 39 0 0 "Communicable" "White" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 32.3583992147 33.9269829712193 35.6052756358435 33.9269829712193
"917" 22 39 0 0 "Injuries" "White" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 71.0031273572524 72.8053628642987 74.4308198208672 72.8053628642987
"918" 22 39 0 0 "Non-communicable" "White" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 131.163199605363 133.979841994644 136.626961117068 133.979841994644
"919" 22 39 0 1 "All other causes" "White" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 114.974145781117 117.020442339449 119.179889435603 117.020442339449
"920" 22 39 0 1 "Cancers" "White" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 155.151522279566 157.329498973549 159.503452829633 157.329498973549
"921" 22 39 0 1 "Cardiovascular" "White" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 223.146942994753 226.512647221107 229.838641975359 226.512647221107
"922" 22 39 0 1 "Communicable" "White" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 24.5025623213915 25.4181440528348 26.4955479575999 25.4181440528348
"923" 22 39 0 1 "Injuries" "White" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 29.2341464919476 30.1762059718306 31.218312636628 30.1762059718306
"924" 22 39 0 1 "Non-communicable" "White" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 103.149418602522 105.403307817351 107.546234158395 105.403307817351
"925" 22 39 1 0 "All other causes" "Black" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 172.571464417035 181.022754064304 189.52534319224 181.022754064304
"926" 22 39 1 0 "Cancers" "Black" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 278.333733966886 286.913803907688 295.493527930511 286.913803907688
"927" 22 39 1 0 "Cardiovascular" "Black" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 472.979519985456 485.832616440056 500.343212784231 485.832616440056
"928" 22 39 1 0 "Communicable" "Black" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 67.3445497304006 72.7664042790487 78.3187254244439 72.7664042790487
"929" 22 39 1 0 "Injuries" "Black" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 120.006640870623 124.755805451404 130.020645858041 124.755805451404
"930" 22 39 1 0 "Non-communicable" "Black" "Male" "Michigan" 2007 "East North Central" "Midwest" "MI" 138.247983193574 145.281627078669 152.72587061359 145.281627078669
"931" 22 39 1 1 "All other causes" "Black" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 147.82329426326 153.217858941025 158.924295838694 153.217858941025
"932" 22 39 1 1 "Cancers" "Black" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 186.64647954237 191.870334989308 197.357581902925 191.870334989308
"933" 22 39 1 1 "Cardiovascular" "Black" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 324.683622828456 333.662027254641 342.290020974979 333.662027254641
"934" 22 39 1 1 "Communicable" "Black" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 41.8588293081213 44.7376050497043 47.8353470086049 44.7376050497043
"935" 22 39 1 1 "Injuries" "Black" "Female" "Michigan" 2007 "East North Central" "Midwest" "MI" 32.3124902826821 34.3038538230751 36.1580469301199 34.3038538230751
